filename,width,height,class,xmin,ymin,xmax,ymax
tr0.jpg,960,540,poop,95,198,194,292
tr0.jpg,960,540,poop,504,1,588,67
tr0.jpg,960,540,poop,753,147,844,227
tr1.jpg,960,540,poop,652,31,726,102
tr1.jpg,960,540,poop,340,143,436,229
tr1.jpg,960,540,poop,112,27,205,95
tr10.jpg,960,540,poop,719,80,820,160
tr10.jpg,960,540,poop,579,227,685,320
tr10.jpg,960,540,poop,311,29,376,95
tr100.jpg,960,540,poop,802,157,916,245
tr100.jpg,960,540,poop,490,19,563,86
tr100.jpg,960,540,poop,239,94,325,169
tr101.jpg,960,540,poop,776,51,862,124
tr101.jpg,960,540,poop,657,302,786,426
tr101.jpg,960,540,poop,275,1,360,44
tr102.jpg,960,540,poop,759,155,868,243
tr102.jpg,960,540,poop,714,1,787,52
tr102.jpg,960,540,poop,149,253,266,349
tr103.jpg,960,540,poop,839,225,934,311
tr103.jpg,960,540,poop,285,1,359,71
tr103.jpg,960,540,poop,550,110,645,185
tr104.jpg,960,540,poop,666,285,765,379
tr104.jpg,960,540,poop,747,35,839,99
tr104.jpg,960,540,poop,207,134,289,207
tr105.jpg,960,540,poop,724,99,799,166
tr105.jpg,960,540,poop,498,37,579,101
tr105.jpg,960,540,poop,251,193,347,281
tr106.jpg,960,540,poop,639,233,753,334
tr106.jpg,960,540,poop,766,1,843,29
tr106.jpg,960,540,poop,148,1,233,66
tr107.jpg,960,540,poop,782,178,891,276
tr107.jpg,960,540,poop,304,33,375,102
tr107.jpg,960,540,poop,71,207,185,298
tr108.jpg,960,540,poop,682,282,809,398
tr108.jpg,960,540,poop,430,233,519,317
tr108.jpg,960,540,poop,183,18,271,86
tr109.jpg,960,540,poop,641,58,714,141
tr109.jpg,960,540,poop,411,21,492,100
tr109.jpg,960,540,poop,853,212,960,318
tr11.jpg,960,540,poop,762,293,893,392
tr11.jpg,960,540,poop,528,176,623,268
tr11.jpg,960,540,poop,309,31,377,94
tr110.jpg,960,540,poop,753,6,845,83
tr110.jpg,960,540,poop,653,233,747,323
tr110.jpg,960,540,poop,53,110,160,189
tr111.jpg,960,540,poop,488,236,577,327
tr111.jpg,960,540,poop,177,172,272,260
tr111.jpg,960,540,poop,722,1,814,39
tr112.jpg,960,540,poop,645,223,738,309
tr112.jpg,960,540,poop,650,53,745,127
tr112.jpg,960,540,poop,106,158,205,243
tr113.jpg,960,540,poop,385,70,469,145
tr113.jpg,960,540,poop,124,29,201,99
tr113.jpg,960,540,poop,779,1,867,35
tr114.jpg,960,540,poop,461,23,546,98
tr114.jpg,960,540,poop,269,91,349,169
tr114.jpg,960,540,poop,81,291,201,401
tr115.jpg,960,540,poop,559,1,642,43
tr115.jpg,960,540,poop,142,1,213,57
tr115.jpg,960,540,poop,1,292,70,390
tr116.jpg,960,540,poop,646,138,754,218
tr116.jpg,960,540,poop,293,115,368,189
tr116.jpg,960,540,poop,112,1,204,61
tr117.jpg,960,540,poop,750,230,875,335
tr117.jpg,960,540,poop,263,283,370,385
tr117.jpg,960,540,poop,330,99,408,171
tr118.jpg,960,540,poop,527,142,611,223
tr118.jpg,960,540,poop,346,146,447,226
tr118.jpg,960,540,poop,407,240,522,338
tr119.jpg,960,540,poop,722,114,831,203
tr119.jpg,960,540,poop,669,29,758,105
tr119.jpg,960,540,poop,742,295,847,393
tr12.jpg,960,540,poop,393,177,487,254
tr12.jpg,960,540,poop,200,145,279,215
tr12.jpg,960,540,poop,668,308,781,407
tr120.jpg,960,540,poop,403,21,487,95
tr120.jpg,960,540,poop,230,164,332,251
tr120.jpg,960,540,poop,167,243,259,332
tr121.jpg,960,540,poop,597,1,677,70
tr121.jpg,960,540,poop,422,131,515,217
tr121.jpg,960,540,poop,178,23,252,90
tr122.jpg,960,540,poop,467,54,552,123
tr122.jpg,960,540,poop,370,186,465,274
tr122.jpg,960,540,poop,177,21,249,87
tr123.jpg,960,540,poop,567,17,652,84
tr123.jpg,960,540,poop,508,223,618,316
tr123.jpg,960,540,poop,237,1,306,49
tr124.jpg,960,540,poop,563,17,653,85
tr124.jpg,960,540,poop,507,226,617,317
tr124.jpg,960,540,poop,236,1,306,49
tr125.jpg,960,540,poop,510,221,613,316
tr125.jpg,960,540,poop,286,111,384,191
tr125.jpg,960,540,poop,45,127,130,205
tr126.jpg,960,540,poop,447,213,559,311
tr126.jpg,960,540,poop,418,23,502,90
tr126.jpg,960,540,poop,73,1,148,34
tr127.jpg,960,540,poop,571,209,687,308
tr127.jpg,960,540,poop,170,72,250,143
tr127.jpg,960,540,poop,443,1,514,34
tr128.jpg,960,540,poop,390,226,499,327
tr128.jpg,960,540,poop,98,155,210,241
tr128.jpg,960,540,poop,210,1,279,35
tr129.jpg,960,540,poop,493,121,593,201
tr129.jpg,960,540,poop,133,22,211,91
tr129.jpg,960,540,poop,55,249,174,354
tr13.jpg,960,540,poop,631,337,756,445
tr13.jpg,960,540,poop,300,269,400,363
tr13.jpg,960,540,poop,226,169,305,240
tr130.jpg,960,540,poop,609,39,697,119
tr130.jpg,960,540,poop,283,146,381,234
tr130.jpg,960,540,poop,240,28,314,97
tr131.jpg,960,540,poop,278,89,370,172
tr131.jpg,960,540,poop,233,1,305,39
tr131.jpg,960,540,poop,45,198,159,285
tr132.jpg,960,540,poop,621,163,710,242
tr132.jpg,960,540,poop,605,49,690,125
tr132.jpg,960,540,poop,248,322,371,435
tr133.jpg,960,540,poop,247,322,370,435
tr133.jpg,960,540,poop,695,187,787,273
tr133.jpg,960,540,poop,711,3,805,69
tr134.jpg,960,540,poop,765,252,865,342
tr134.jpg,960,540,poop,299,217,403,313
tr134.jpg,960,540,poop,667,66,762,133
tr135.jpg,960,540,poop,159,329,290,444
tr135.jpg,960,540,poop,256,30,341,99
tr135.jpg,960,540,poop,829,13,910,85
tr136.jpg,960,540,poop,731,189,821,268
tr136.jpg,960,540,poop,97,142,199,227
tr136.jpg,960,540,poop,190,1,274,44
tr137.jpg,960,540,poop,629,332,731,431
tr137.jpg,960,540,poop,115,4,201,67
tr137.jpg,960,540,poop,517,1,590,25
tr138.jpg,960,540,poop,850,97,940,171
tr138.jpg,960,540,poop,503,81,583,157
tr138.jpg,960,540,poop,106,138,210,222
tr139.jpg,960,540,poop,523,66,599,139
tr139.jpg,960,540,poop,722,7,808,78
tr139.jpg,960,540,poop,73,173,184,259
tr14.jpg,960,540,poop,709,367,830,472
tr14.jpg,960,540,poop,539,176,633,256
tr14.jpg,960,540,poop,594,1,663,55
tr140.jpg,960,540,poop,543,146,643,231
tr140.jpg,960,540,poop,258,115,334,189
tr140.jpg,960,540,poop,231,30,320,98
tr141.jpg,960,540,poop,802,90,893,180
tr141.jpg,960,540,poop,541,1,629,52
tr141.jpg,960,540,poop,274,99,347,170
tr142.jpg,960,540,poop,794,1,876,35
tr142.jpg,960,540,poop,181,1,257,30
tr142.jpg,960,540,poop,63,257,156,340
tr143.jpg,960,540,poop,636,117,725,189
tr143.jpg,960,540,poop,224,195,331,284
