filename,width,height,class,xmin,ymin,xmax,ymax
t0.jpg,960,540,poop,283,195,374,281
t0.jpg,960,540,poop,456,113,545,186
t0.jpg,960,540,poop,539,253,620,336
t1.jpg,960,540,poop,282,106,364,180
t1.jpg,960,540,poop,455,114,545,188
t1.jpg,960,540,poop,639,129,720,201
t10.jpg,960,540,poop,261,117,332,186
t10.jpg,960,540,poop,330,197,429,280
t10.jpg,960,540,poop,485,57,561,127
t11.jpg,960,540,poop,152,73,223,139
t11.jpg,960,540,poop,328,5,397,66
t11.jpg,960,540,poop,557,254,666,347
t12.jpg,960,540,poop,391,1,451,47
t12.jpg,960,540,poop,365,141,461,219
t12.jpg,960,540,poop,625,68,715,136
t13.jpg,960,540,poop,176,251,283,336
t13.jpg,960,540,poop,424,103,491,172
t13.jpg,960,540,poop,612,200,719,286
t14.jpg,960,540,poop,531,119,623,195
t14.jpg,960,540,poop,336,182,431,259
t14.jpg,960,540,poop,312,52,378,118
t15.jpg,960,540,poop,280,1,345,58
t15.jpg,960,540,poop,713,178,818,264
t15.jpg,960,540,poop,55,214,161,294
t16.jpg,960,540,poop,598,290,707,395
t16.jpg,960,540,poop,398,317,487,405
t16.jpg,960,540,poop,161,305,271,399
t17.jpg,960,540,poop,624,268,741,368
t17.jpg,960,540,poop,457,264,547,354
t17.jpg,960,540,poop,153,325,264,447
t18.jpg,960,540,poop,780,299,909,405
t18.jpg,960,540,poop,600,320,698,423
t18.jpg,960,540,poop,328,272,424,375
t19.jpg,960,540,poop,807,146,911,228
t19.jpg,960,540,poop,629,116,705,193
t19.jpg,960,540,poop,422,158,506,251
t2.jpg,960,540,poop,733,175,840,258
t2.jpg,960,540,poop,565,360,663,454
t2.jpg,960,540,poop,102,223,210,315
t20.jpg,960,540,poop,671,281,788,386
t20.jpg,960,540,poop,625,3,711,71
t20.jpg,960,540,poop,220,235,307,322
t21.jpg,960,540,poop,579,286,672,378
t21.jpg,960,540,poop,374,335,487,448
t21.jpg,960,540,poop,147,313,261,419
t22.jpg,960,540,poop,270,359,395,473
t22.jpg,960,540,poop,181,201,286,303
t22.jpg,960,540,poop,217,88,289,160
t23.jpg,960,540,poop,283,277,368,365
t23.jpg,960,540,poop,257,160,352,243
t23.jpg,960,540,poop,238,31,313,109
t24.jpg,960,540,poop,789,220,882,303
t24.jpg,960,540,poop,287,221,394,320
t24.jpg,960,540,poop,343,16,424,79
t25.jpg,960,540,poop,212,265,319,361
t25.jpg,960,540,poop,120,104,196,175
t25.jpg,960,540,poop,257,20,337,84
t26.jpg,960,540,poop,53,230,161,314
t26.jpg,960,540,poop,2,143,84,220
t26.jpg,960,540,poop,65,23,152,84
t27.jpg,960,540,poop,295,61,363,130
t27.jpg,960,540,poop,234,306,347,408
t27.jpg,960,540,poop,10,127,103,195
t28.jpg,960,540,poop,582,188,683,271
t28.jpg,960,540,poop,313,224,407,307
t28.jpg,960,540,poop,374,1,440,67
t29.jpg,960,540,poop,688,19,770,82
t29.jpg,960,540,poop,652,123,729,197
t29.jpg,960,540,poop,739,277,861,380
t3.jpg,960,540,poop,677,59,749,127
t3.jpg,960,540,poop,515,27,596,91
t3.jpg,960,540,poop,120,128,216,203
t30.jpg,960,540,poop,812,105,894,179
t30.jpg,960,540,poop,523,217,619,312
t30.jpg,960,540,poop,131,213,240,304
t31.jpg,960,540,poop,135,183,245,264
t31.jpg,960,540,poop,337,20,404,86
t31.jpg,960,540,poop,728,56,819,125
t32.jpg,960,540,poop,751,219,863,309
t32.jpg,960,540,poop,829,20,902,83
t32.jpg,960,540,poop,327,60,409,132
t33.jpg,960,540,poop,607,5,683,70
t33.jpg,960,540,poop,564,145,643,229
t33.jpg,960,540,poop,579,336,696,454
t34.jpg,960,540,poop,840,98,940,175
t34.jpg,960,540,poop,480,29,547,96
t34.jpg,960,540,poop,37,174,131,256
t35.jpg,960,540,poop,639,177,740,267
t35.jpg,960,540,poop,483,1,546,49
t35.jpg,960,540,poop,20,64,110,141
t36.jpg,960,540,poop,172,162,273,248
t36.jpg,960,540,poop,301,1,365,42
t36.jpg,960,540,poop,621,5,700,67
t37.jpg,960,540,poop,651,153,756,235
t37.jpg,960,540,poop,428,127,499,201
t37.jpg,960,540,poop,64,123,155,206
t38.jpg,960,540,poop,302,159,397,241
t38.jpg,960,540,poop,544,97,617,168
t38.jpg,960,540,poop,716,108,816,194
t39.jpg,960,540,poop,208,224,300,316
t39.jpg,960,540,poop,577,182,658,259
t39.jpg,960,540,poop,772,104,867,181
t4.jpg,960,540,poop,786,221,879,305
t4.jpg,960,540,poop,326,29,405,90
t4.jpg,960,540,poop,191,321,303,421
t40.jpg,960,540,poop,796,209,913,304
t40.jpg,960,540,poop,490,306,576,397
t40.jpg,960,540,poop,163,361,274,473
t41.jpg,960,540,poop,15,172,113,253
t41.jpg,960,540,poop,317,79,387,145
t41.jpg,960,540,poop,648,39,740,107
t42.jpg,960,540,poop,633,220,741,310
t42.jpg,960,540,poop,436,64,521,133
t42.jpg,960,540,poop,203,264,290,348
t43.jpg,960,540,poop,360,288,471,386
t43.jpg,960,540,poop,421,141,495,219
t43.jpg,960,540,poop,425,42,501,109
t44.jpg,960,540,poop,666,18,751,82
t44.jpg,960,540,poop,463,18,545,79
t44.jpg,960,540,poop,270,39,335,100
t45.jpg,960,540,poop,492,173,579,260
t45.jpg,960,540,poop,260,184,358,271
t45.jpg,960,540,poop,10,361,114,454
t46.jpg,960,540,poop,561,52,645,121
t46.jpg,960,540,poop,424,185,519,268
t46.jpg,960,540,poop,61,151,143,228
t47.jpg,960,540,poop,715,7,799,76
t47.jpg,960,540,poop,606,209,715,295
t47.jpg,960,540,poop,215,96,287,164
t48.jpg,960,540,poop,848,8,935,75
t48.jpg,960,540,poop,738,311,867,413
t48.jpg,960,540,poop,145,349,248,441
t49.jpg,960,540,poop,686,1,767,40
t49.jpg,960,540,poop,238,51,306,116
t49.jpg,960,540,poop,743,143,849,219
t5.jpg,960,540,poop,797,1,885,39
t5.jpg,960,540,poop,792,85,871,155
t5.jpg,960,540,poop,688,289,807,395
t50.jpg,960,540,poop,747,78,830,158
t50.jpg,960,540,poop,700,268,819,375
t50.jpg,960,540,poop,301,286,392,374
t51.jpg,960,540,poop,895,179,960,267
t51.jpg,960,540,poop,607,1,687,51
t51.jpg,960,540,poop,431,139,509,212
t52.jpg,960,540,poop,807,35,884,101
t52.jpg,960,540,poop,435,27,509,95
t52.jpg,960,540,poop,667,278,790,377
t53.jpg,960,540,poop,884,221,960,321
t53.jpg,960,540,poop,901,45,960,115
t53.jpg,960,540,poop,592,83,674,162
t54.jpg,960,540,poop,672,1,744,49
t54.jpg,960,540,poop,831,151,932,241
t54.jpg,960,540,poop,506,285,620,383
t55.jpg,960,540,poop,724,133,816,222
t55.jpg,960,540,poop,579,15,646,77
t55.jpg,960,540,poop,471,233,572,322
t56.jpg,960,540,poop,789,1,861,44
t56.jpg,960,540,poop,852,86,948,172
t56.jpg,960,540,poop,733,241,851,336
t57.jpg,960,540,poop,566,274,656,369
t57.jpg,960,540,poop,303,207,403,292
t57.jpg,960,540,poop,467,19,552,87
t58.jpg,960,540,poop,825,1,897,40
t58.jpg,960,540,poop,869,70,955,159
t58.jpg,960,540,poop,862,258,960,358
t59.jpg,960,540,poop,563,81,657,154
t59.jpg,960,540,poop,282,88,369,160
t59.jpg,960,540,poop,492,315,580,418
t6.jpg,960,540,poop,476,28,553,94
t6.jpg,960,540,poop,436,121,526,196
t6.jpg,960,540,poop,416,267,495,353
t60.jpg,960,540,poop,527,8,592,67
t60.jpg,960,540,poop,531,244,627,339
t60.jpg,960,540,poop,787,348,912,461
t61.jpg,960,540,poop,408,9,473,67
t61.jpg,960,540,poop,385,305,484,411
t61.jpg,960,540,poop,922,215,960,297
t62.jpg,960,540,poop,792,56,881,124
t62.jpg,960,540,poop,488,65,552,127
t62.jpg,960,540,poop,634,214,737,320
t63.jpg,960,540,poop,710,1,795,21
t63.jpg,960,540,poop,733,233,846,333
t63.jpg,960,540,poop,388,256,474,346
t64.jpg,960,540,poop,335,19,414,82
t64.jpg,960,540,poop,279,118,365,197
t64.jpg,960,540,poop,315,293,407,385
t65.jpg,960,540,poop,746,234,857,331
t65.jpg,960,540,poop,555,289,649,379
t65.jpg,960,540,poop,281,222,374,314
t66.jpg,960,540,poop,559,357,663,465
t66.jpg,960,540,poop,785,208,877,293
t66.jpg,960,540,poop,888,86,960,168
t67.jpg,960,540,poop,512,22,577,87
t67.jpg,960,540,poop,702,263,813,357
t67.jpg,960,540,poop,229,176,330,264
t68.jpg,960,540,poop,831,37,917,106
t68.jpg,960,540,poop,650,106,728,184
t68.jpg,960,540,poop,820,235,931,336
t69.jpg,960,540,poop,486,117,581,190
t69.jpg,960,540,poop,389,205,468,283
t69.jpg,960,540,poop,359,64,438,123
t7.jpg,960,540,poop,667,114,763,185
t7.jpg,960,540,poop,445,1,509,38
t7.jpg,960,540,poop,268,50,350,116
t70.jpg,960,540,poop,655,48,734,126
t70.jpg,960,540,poop,314,109,403,185
t70.jpg,960,540,poop,598,317,689,407
t71.jpg,960,540,poop,713,239,805,330
t71.jpg,960,540,poop,599,107,697,184
t71.jpg,960,540,poop,318,165,413,249
t72.jpg,960,540,poop,617,154,712,232
t72.jpg,960,540,poop,359,62,441,131
