filename,width,height,class,xmin,ymin,xmax,ymax
tg0.jpg,960,540,poop,258,33,330,102
tg0.jpg,960,540,poop,447,29,508,89
tg0.jpg,960,540,poop,638,37,719,100
tg1.jpg,960,540,poop,224,103,293,169
tg1.jpg,960,540,poop,442,103,522,165
tg1.jpg,960,540,poop,644,105,735,172
tg10.jpg,960,540,poop,201,174,295,249
tg10.jpg,960,540,poop,445,97,512,159
tg10.jpg,960,540,poop,665,161,759,254
tg11.jpg,960,540,poop,272,267,376,353
tg11.jpg,960,540,poop,343,42,408,99
tg11.jpg,960,540,poop,768,74,852,155
tg12.jpg,960,540,poop,466,109,531,174
tg12.jpg,960,540,poop,569,267,670,359
tg12.jpg,960,540,poop,742,22,817,94
tg13.jpg,960,540,poop,315,176,390,246
tg13.jpg,960,540,poop,549,23,624,99
tg13.jpg,960,540,poop,673,178,767,257
tg14.jpg,960,540,poop,562,278,663,372
tg14.jpg,960,540,poop,544,40,607,101
tg14.jpg,960,540,poop,352,34,419,106
tg15.jpg,960,540,poop,369,1,435,36
tg15.jpg,960,540,poop,643,1,700,32
tg15.jpg,960,540,poop,793,174,894,254
tg16.jpg,960,540,poop,99,1,161,37
tg16.jpg,960,540,poop,747,1,810,31
tg16.jpg,960,540,poop,868,97,960,163
tg17.jpg,960,540,poop,833,273,951,368
tg17.jpg,960,540,poop,841,1,910,34
tg17.jpg,960,540,poop,98,1,164,34
tg18.jpg,960,540,poop,58,55,130,109
tg18.jpg,960,540,poop,652,102,722,168
tg18.jpg,960,540,poop,729,400,860,523
tg19.jpg,960,540,poop,572,399,682,518
tg19.jpg,960,540,poop,784,105,858,174
tg19.jpg,960,540,poop,122,102,204,174
tg2.jpg,960,540,poop,207,182,286,251
tg2.jpg,960,540,poop,439,181,524,251
tg2.jpg,960,540,poop,684,182,784,257
tg20.jpg,960,540,poop,552,107,620,174
tg20.jpg,960,540,poop,418,396,524,507
tg20.jpg,960,540,poop,31,255,131,353
tg21.jpg,960,540,poop,93,156,181,243
tg21.jpg,960,540,poop,343,47,419,106
tg21.jpg,960,540,poop,744,23,817,84
tg22.jpg,960,540,poop,262,1,331,41
tg22.jpg,960,540,poop,522,1,592,43
tg22.jpg,960,540,poop,832,1,898,29
tg23.jpg,960,540,poop,927,1,960,24
tg23.jpg,960,540,poop,873,97,958,165
tg23.jpg,960,540,poop,5,1,75,30
tg24.jpg,960,540,poop,2,32,37,97
tg24.jpg,960,540,poop,873,97,960,163
tg24.jpg,960,540,poop,926,1,960,26
tg25.jpg,960,540,poop,2,34,34,100
tg25.jpg,960,540,poop,19,111,92,168
tg25.jpg,960,540,poop,1,183,59,253
tg26.jpg,960,540,poop,1,93,87,168
tg26.jpg,960,540,poop,1,174,65,237
tg26.jpg,960,540,poop,1,261,32,327
tg27.jpg,960,540,poop,870,99,960,172
tg27.jpg,960,540,poop,945,40,960,79
tg27.jpg,960,540,poop,928,1,960,31
tg28.jpg,960,540,poop,949,22,960,83
